number,comment,label
6861,"[id228586548|Рубен], кто мне напишет тот лох",0
2362,"Мама, хотел вам отослать сто долларов, но, к сожалению, конверт уже запечатал...
",1
8463,,0
6332,,0
4064,"Уровень интеллекта определяется высотой частей тела, которыми человек
зарабатывает на жизнь


",1
9546,,0
617,"Отелло промахнулся!


",1
3281,"Если ты думаешь, что знаешь язык программирования, то ошибаешься - твои знания безнадежно устарели.

",1
5226,,0
3397,"Лишнее общение портит ощущение.


",1
3065,"Первое рационализаторское предложение: трубочка буденовки должна оканчиваться дырочкой, чтобы во время пения """"кипит наш разум возмущенный"""" оттуда выходил пар.

",1
766,"Морских пиратов - на мясо для морских акул :)
Компьютерных пиратов - на мясо для компьютерных акул :D


",1
7078,можно я!,0
5279,"[id351540027|Никита], возвращайтесь и переверните календарь ❤️ У вас есть ещё 5 попыток.",0
4149,"- Можно было бы еще поболтать - рассуждал Змей Горыныч, улетая от Ильи Муромца - но одна голова хорошо, а две - лучше

",1
1144,"Что-то мне не по-тебе


",1
4248,"Каждый народ имеет то правительство, которое не то.


",1
4110,"""Tsipa"" Danpil, ниче страшного, все начинали с телефонного провода засуного в сетевуху

",1
462,"Украинскими националистами Кутузову было присвоено звание национального героя Украины за  поджег Москвы в 1812 году!

",1
2932,"Упругая интеллектуальность...


",1
4623,"Запой есть следствие неправильно организованного похмелья.

",1
3813,"Вы меня доставьте ей, а уж я ей доставлю!..


",1
6308,,0
4341,"Сначала водку пьянствуете,а потом ходите красные, как огурцы.
",1
5300,"Что мне снег ❄️ что мне зной, что мне дождик проливной - когда мои друзья со мной?!  Интересно ! Приятно ! И полезно !",0
6804,"Добрый день! Куда обратиться по поводу сроков выполнения услуги по получению копии зачетной книжки? Прошло уже больше, чем три рабочих дня, но зачетку так и не прислали. А сегодня уже пятое число😢",0
3282,"В рот беручка, а в жопу попрошайка


",1
2574,"Если безалкогольную водку отлакировать безалкогольным пивом и закрепитьдостигнутый успех безникотиновой сигаретой, то стошнит не только нарезиновую женщину.
",1
7961,,0
7879,https://vk.com/wall-71338674_373916,0
828,"Не получить желаемое - это иногда и есть везение.


",1
6486,Ворожцов ПЛиТА21,0
7599,"Место старта: 55.836265, 37.695363",0
2540,"Здравствуйте, мужчины и женщины, а так же те, у кого ещё все впереди.

",1
5746,,0
8526,да у них постоянно какие-то траблы проблемы,0
9566,Автор поста,0
3742,"Наша Маша громко плачет - толстый хач её батрачит.
",1
7498,Молодцы 🔥🔥🔥,0
3524,"""]must_die["" Иногда, аккуратно причесавшись, хочется нажать ""Save"".

",1
20,"Чистосердечное признание - смазывает палку накозания.


",1
1915,"Футбольный афоризм: чем больше яйца - тем крепче стенка.


",1
6571,,0
9018,Профессионалы помогут освоить выбранную программу!,0
2012,"Любая работа должна быть оплачена, причем желательно за чужой счет.


",1
5405,"Гвинея - страна, гинея- валюта",0
1295,"Во время войны перед боем солдат-украинец пишет записку: ""Якшо вбьють, прошу вважати мене комунiстом, а якшо нi, то нi"".

",1
3745,"Наш девиз непобедим - возбудим и не дадим!!!


",1
591,"В молдавском детском саду, воспитатели не уследили за детьми и за время прогулки, последние построили в песочнице, четырехэтажный коттедж с открытым бассейном.
",1
1406,"Писать надо постоянно, каждый день, ни на час не прерывая творческий
процесс – и тогда рано или поздно какая-нибудь из твоих анонимок
обязательно достигнет цели.


",1
221,"Иные камни в почках по деньгам, затраченным на их приобретение, сравнимы
с драгоценными камнями.


",1
5617,,0
6248,Специальности,0
4418,"1869 -- Ну, если и после этого останутся тараканы,-- говорит Мен-
дель, глядя на догорающий дом,-- то я уже не знаю, что и делать...

",1
858,"Женщины иногда не понимают мужчин, потому что мужчины иногда думают тем,
чего нет у женщин.


",1
1783,"Лучше есть простой хлеб с дерьмового блюда, чем дерьмо с позолоченного.


",1
7259,,0
6856,"[id391488958|Максим], танки почти любой ноут потянет",0
1954,"Таранька-ето девушка за рулем

",1
1746,"Как хороши, как свежи были позы...


",1
3132,"- В связи с глобальным кризисом, из зарплаты кондукторов и водителей будет вычитаться плата за проезд во время работы.
",1
8036,"Дыры заделали бы, да оборудование у Полякова починили в кабинете и норм. На компы вообще все равно, один хуй все со своими нотами ходят. Разницы особо нет от этих компов.",0
8850,,0
994,"Люди, которые думают: « Пить надо меньше» и те, которые думают: « Пить надо больше»,
сходятся в одном - пить надо!

",1
6108,,0
730,"Cотрудникам больницы:Остатки после операций домой не забирать!
",1
6974,Могут всю группу закинуть в комнату 2х2 и будете жить,0
6273,"Удачной вам семейной жизни, живите без сор, в мире и добре!",0
6751,Ипспд22-07 топите ребята,0
3509,"*** Lilith сплясала самбу для dumb marmot*** Caesar сплясал апача для dumb marmot*** Caesar сплясал так же named для _wk и ftpd для <
",1
3533,"Грузин смотрит на своего ребёнка, тот весь волосатый-волосатый, и спрашивает
жену:
- Тамара, слушай, ты его родила или связала?

",1
2513,"Если не можешь сделать девушке предложение, сделай ей словосочетание.


",1
5436,Лучшие!!!  Наша гордость,0
3625,"Водка не вода, выпил и пи@да...


",1
465,"Ностальгия - это когда вокруг полно воздуха, а дышать нЕчем.


",1
6755,Я автор поста 🥲,0
6759,"[id349613818|Александр], про девочку ты попутал, мальчик, тише давай переходи на пятый курс 😅",0
7991,Вот это мы молодцы!,0
157,"Нострадамус обещал всеМИРный потоп: Вот станция ""МИР"" и затонула в
океане.


",1
3960,"""Kraftd"" Bоnpoс #3: В мифaх ибaнов (Мaлайзия) бог-творец  (6 букв)""Kraftd"" Подсказка: п***р*""Gopher"" боюсь даже представить..

",1
8832,"Всем интересно посмотреть, на мнение других людей🤣",0
5470,,0
185,"Хорошему пиву и почки рады.


",1
1002,"Богатого могила исправит


",1
9508,,0
5623,"[id18788210|Илья], это слишком жестко мэн",0
400,"Туалета не нашел,а процесс уже пошёл!

",1
6240,Всех очень ждём!😌,0
8940,,0
9932,,0
7342,лс,0
9832,,0
8466,"[id476015873|Сама], так только в нпи и можно",0
8756,ФВТ!!1!!1!!!🥳🥳🥳,0
7958,,0
1250,"У каждого человека столько проблем, сколько он сам их себе создает.


",1
3143,"По улице шли два негра и один гр.


",1
7430,,0
59,"Промолчи - кто твой друг и я промолчу - кто ты.


",1
7855,"Микроволновая печь, роутер, сушилка для посуды, удлинитель 3м - бронь",0
1113,"Плоть от плоти недалеко падает ...


",1
3057,"Если занятся нечем,
лучше ничем не заниматься


",1
9569,,0
1328,"russkoe_pole: Кому теперь кого надо обыграть, чтобы сборная России стала чемпионом Европы???

",1
4995,"С первого взгляда налоги трудно полюбить, вот и приходится
присмотреться, пару раз обойти...


",1
6682,1. В 2 А 3. Б,0
2072,"Благородность человека, как и вина, во многом определяется его
выдержкой.


",1
4793,"В лесу раздавался топор дровосека,
Гонял топором дровосек гомосека,
Упал, притомившись, наш дровосек,
С улыбкой залез на него гомосек....

",1
6829,"Сова - это не только птица мудрости, но и ночной хищник. Но эта сова необычная, она ищет приключения на крылья, знания - еë пища. Она летала мимо лесов и городов, но везде ей было безумно скучно... Пока не прилетела в СКФФ. Тут она увидела драйв в глазах студентов, мнооого активностей и безумное количество знаний и навыков, горящих в руках ребят. И, конечно, она видела любовь к филологическому делу. Так сова поселилась в СКФФ, среди умных и активных)))",0
9629,"[id464492524|Ahmed], все хорошо, через месяц они посрутся )",0
8218,Мередиан мередиан,0
7567,Ну в тех вузе тоже могут быть гумманитарные кафедры и даже целые факультеты,0
5922,,0
1550,"Не позволяй себе возненавидеть мужчину настолько, чтобы вернуть ему
перстень с бриллиантом!


",1
1009,"В день святого Валентина не ходи без вазелина...


",1
3755,"Если вы решили удалить Windows, сделайте это медленно с удовольствием, побайтно...
",1
8681,вау вау вау ❤️,0
9342,,0
8009,,0
3860,"Объявление:Меняю нициональность на две судимости.
",1
3148,"Готовить - это женское дело, а УМЕТЬ готовить - мужское!

",1
2519,"У некоторых мужчин авторитет мешает разглядеть достоинства.


",1
3127,"В открытую душу легче плюнуть...


",1
9084,Когда нужно ? Обращайтесь,0
5316,,0
1195,"Предвыборное:
Сбылась мечта мировой контрреволюции - по коммунисту
на каждом фонарном столбе...


",1
9050,Пиши,0
879,"Девиз Нового Русского:
Доход или - «в расход»!


",1
6989,"Знаю этого мальчика на чёрном БМВ,что передать?",0
2487,"Когда компьютеры были большими - программы были маленькими.

",1
2840,"Была как порох, пока не отсырела после поцелуев.


",1
4329,"Даже очень хороший папа может оказаться никудышным отцом.


",1
2930,"Не то плохо, что плюют в душу, а то, что увернуться тяжело.


",1
6424,как же мы чувствуем🙏,0
2485,"Если у женщины ноги от ушей, значит она слушает задницей...


",1
5747,Спасибо,0
883,"Серьезность - это потуги маленького человека на величие.


",1
4914,"На судьбу, дураков и женщин не обижаются.


",1
6210,,0
9578,,0
211,"Курить не брошу - но пить буду!

",1
2275,"Онанизменное удовольствие


",1
2328,"Зацикленность на вопросах здоровья - это болезнь.


",1
4950,"Какую скорость может развить человек, если гепард голоден?
",1
3319,"Вакуум власти всасывает в себя всякий мусор.


",1
9834,чулабаг победа хорошо....,0
4607,"Немного экономики:
У жопы дна нет


",1
1438,"Афоризм - это тщательно отредактированный роман.

",1
467,"Покупая у нас одну ручку по цене трех, вторую вы получаете в подарок.
",1
5466,Последнее прям моё!,0
3329,"У сексопатолога:
- И запомните, друг мой, если душа не лежит, то и не встанет!

",1
5828,,0
8607,"Молодцы, ребята!!! Так держать! 🔥",0
696,"Чтобы поцеловать мужчину, вы должны быть готовы
поцеловать глоток теплой водки, которым когда-то вымыли старую пепельницу.

",1
7267,"Блин, Куба Либре пожалуйста отдохните!!!!",0
9144,А беседы групп есть?,0
8180,,0
9938,"[id278022004|Arina], считай уже там!",0
1314,"""Aku"" Проклятый кашель, пол стола уже заблевал

",1
2301,"Выборы губернаторов в Калифорнии и Алтайском крае показали, что для Америки главное - чувство силы, а для России - чувство смеха.
",1
2039,"Смеялся так заразительно, что им заинтересовалась санэпидемстанция!


",1
7108,"вы не представляете сколько песен с названием ""молодая кровь""!!! тьма тьмуща... тема то избита...",0
3666,"Бесплатное программное обеспечение в России делится на freeware и
stealware.


",1
914,"Оправдание хакера: Родственники сайта не дали согласия на его вскрытие.
",1
12,"Колхоз - дело добровольное: хочешь - вступай, не хочешь - расстреляем.


",1
8583,,0
6427,Ох ребятки…,0
1536,"Мужчина всегда привязан к женщине, первый раз пуповиной.


",1
736,"Сидишь в окопе, тут танк над тобой пролетел...
",1
8201,,0
8652,"[id243522728|Lyudmila], Сомневаюсь, очень Если только вы родственница",0
453,"Почему у вас студенты порядок не убирают?
",1
4345,"Хорошо говорить то, что думаешь, но еще лучше думать, что говоришь.


",1
927,"В Киевском пищевом институте защищена диссертация на тему ""Как правильно закусывать водку""
Правильно закусывать водку надо винегретом и манной кашей, потому что манная каша потом выходит легко, а винегрет - красиво.

",1
6291,PROFМомент - развиваемся вместе💚💚💚,0
8281,,0
8722,"Да, 13 лет ему",0
6473,"[id459053530|Дмитрий], особенно на км, низкий проходной балл- тут легко учиться",0
37,"Слепой вертит в руках терку и недоумевает:
- Кто написал весь этот бред?

",1
5770,Агрегатор,0
2554,"Платон мне друг, но сало надо перепрятать

Ukiwa the cheetah


",1
7632,"[id236291716|Стос], очень, оооочень токсично и некрасиво",0
9998,Анюта лучшая!!!!!💗💗💗,0
6620,,0
940,"Пердупердительный выстрел


",1
7398,,0
6128,"Галерея в главном, спортивный корпус, библиотека)",0
9829,"Да, Мючер Нявский создал Ундервуд, а потом мир под него.",0
2680,"Месть сладка и безкалорийна!


",1
4354,"Одно яйцо хорошо, а два лучше.


",1
3058,"Отделим ваши яйца от плевел


",1
7880,,0
738,"Kuch_: интересно, какой процент читающих башорг знают, что такое KDE и FreeBSD...

",1
538,"Гейтс получил Hобелевскую премию по экономике и медицине за то, что первый додумался продавать геморой за ТАКИЕ деньги.

",1
3325,"Просто БОЛЬШИНСТВО твоих губ
Для меня утратило смысл...


",1
4239,"Голливудская улыбка - звездезный оскал


",1
1400,"Не дать женщине договорить - это одна из форм садизма.

",1
4046,"Уоррен Уоррену глаз не выклюет!


",1
5137,,0
4229,"Hаконец-то сбылась юношеская мечта Васи-он заасфальтиpовал все шесть соток pодительского огоpода...

",1
4191,"Трудно пропить мастерство, особенно, если его нет.


",1
9142,Благодарю 🙏🙏🙏,0
5538,,0
2692,"Постановление Министерства Здравоохранения Украины: людям, проживающим на расстоянии сто километров от Чернобыля, перед фамилией добавлять приставку ""Фон"" , на расстоянии 50 км - добавлять ""Ваша светлость"", ближе 10 км - ""Ваше сиятельство""
",1
5340,"[id578670980|Татьяна], ЯЯЯ?",0
9917,Кольцо бронь,0
7670,"Ебать, одни питонисты",0
9173,"[id459158632|Дмитрий], возвращайтесь в игру 😏 У вас есть ещё 98 попыток.",0
1807,"Хорошо хоть тюбик зубной пасты Маклинз никогда не подводит (текст рекламного ролика для жен импотентов)

",1
5111,,0
3989,"Совет: - Если у вашего рояля все клавиши черные - попробуйте поднять крышку.
",1
3455,"Только благодаря пиратам сумма состояния Билла Гейтса еще влезает в хоть какие-то благоразумные рамки.

",1
2907,"""Док"" Прошу учесть, я сказал сукабл& в контексте общемировой скорби

",1
6651,"Так и было. Росгвардия  выступала в Кубке России как в разделе А, так и в квалификационных состязаниях раздела Б. Кроме этого два специалиста исполняли обязанности помощников судей в защитном разделе. Все отмеченные росгвардейцы отработали на отлично. Спасибо командованию и тренерскому составу.",0
8287,✋ я хочу,0
6244,,0
2697,"Иногда будильник помогает проснуться, но в основном мешает спать

",1
4016,"Дурные манеры: есть без ножа и разговаривать вилкой.


",1
4339,"Не оставляй работу на субботу, а еблю на старость.


",1
4645,"Компьютерный интим - клавиатуру тискают, мышку лапают, а коврик гладят.

",1
7739,,0
7091,Аж яблок захотелось🍎,0
4692,"старость отличается от молодости тем, что в молодости все члены гибки,
за исключением одного, тогда как в старости - все наоборот...


",1
1739,"Самый короткий путь - это путь от криминального капитала до капитального
криминала.


",1
5406,С днём рождения ❣,0
4588,"Чем больше выпьет Комсомолец, тем меньше выпьет хулиган


",1
3125,"В то время как разум берет одну преграду за другой, глупость вообще
не замечает препятствий.


",1
2157,"Если уж мы и называем медицинскую специальность ""Лор"" как
""ухо-горло-нос"", то сексопатолога предлагаю заменить на
""писька-жопа-рот""


",1
5333,"[id153660304|Кирилл], не спешите 😉 Можно написать слово через 6 секунд ⌛",0
8636,,0
1825,"Не то плохо, что при капитализме существует черта бедности, а то, что
порой ее сознательно превращают в неприступную стену.


",1
4230,"Красивая женщина - рай для глаз, ад для ума, и чистилище для карманов!

",1
3487,"Размышление коренного американца о русском мужике:С трудом говорящий по-английски человек из далекой страны, где на заснеженных просторах Сибири вокруг Кремля в лаптях бегают мужики с балалайками, которые только что напротив Большого театра у медведя отобрали самовар с водкой, и будут пить ее не разбавляя прямо из матрешек!!!
",1
9053,"[id556181398|Хусниддин], присоединяйтесь к нашему Доброму утру))",0
9768,"147 страница, 16 строчка *для другого человечка, пожалуйста, если можно)",0
3647,"русские воверы настолько суровы что обижаются прочитав этот текст

",1
5902,Закончила гму с красным дипломом,0
6385,Сколько позитива 👍🏻👍🏻👍🏻,0
5638,"Карнавальная ночь, Вечера на хуторе близ Диканьки",0
6423,"может разочарую, но это не мехмод...",0
7826,Молодец,0
7743,,0
3012,"По уровню словесного поноса
Неразличим ЛДПР с Единороссом.


",1
7671,Каждый опрос для каждого из нас,0
9548,Экономика страны в наших руках!!!🔥🔥🔥🔥🥰,0
9977,,0
3080,"Национальная шотландская игра: - Кидать палки в доски.
",1
3520,"это было один раз, когда он вошел в женщину, и то это была статуя свободы


",1
4978,"Они спали долго, счастливо, и проснулись в один час.


",1
7619,👀,0
4347,"серная кислота поглощает влагу, значит ее можна изпользовать как фен.

",1
8440,,0
1346,"Больница No 389 после длительных и безуспешных попыток найти уборщицу преобразована в грязелечебницу.

",1
7087,,0
8947,"[id246928537|Александр], труба в политехе в этим делом",0
5651,,0
8081,,0
1791,"Сладенькая, ты в каком месте тела такая?


",1
7428,,0
9579,"Чудесно, что это можно ощутить и в нашем веке😍🤗🙏",0
9959,Улётный улёт,0
2270,"отвращение к сексу - это то, что испытываешь через 20 секунд после
оргазма.


",1
9766,Актуальные и очень интересные доклады. С праздником!!!,0
2955,"Приходит вампир в аптеку и говорит:  - Дайте мне, пожалуйста, святой воды и экстракт чеснока, теще для профилактики гриппа.
",1
3443,"И размеры духовной нищеты могут составить целое состояние.


",1
7735,,0
833,"Две блохи вылазят из кабака
-НУ что пешком домой пойдем или  собаку поймаем?

",1
6498,,0
2991,"возглас среднеазиатских коммунистов:
""МИРУ - МИР и БАЮ - БАЙ""


",1
7792,,0
2150,"В детской поликлинике:
-Скажите,доктор,а с какого возраста можно играть в больницу?

",1
4022,"Люберализм


",1
7614,"Не ну самая вкусная пицца, по фактам",0
6123,,0
3338,"Наше ноу-хау:
Подушки безопасности на российских автомобилях
самоблокируютя при аварии, чтобы уменьшить стоимость
последующего ремонта.
",1
4343,"Мы покупаем продукты идентичные натуральным, потому что получаем
зарплату идентичную натуральной.


",1
4463,"Прошу вас начислить мне стипендию в связи с тяжелым материальным положением, вызванным отсутствием стипендии.
",1
2375,"""Руководство по эксплуатации"" - пособие для современного буржуа


",1
9043,"[id479125838|Мария], сразу могу сказать, что нет)",0
5570,"[id647967797|Анюта], 4 года трудностей,  будет у вас ))) И много весёлых моментов 😂",0
8598,,0
8503,,0
8879,"[club185658648|Ординатура и аспирантура РНИМУ им.Н.И.Пирогова], спасибо",0
1886,"Если не можешь найти женщину, не сиди сложа руки.


",1
1197,"Лучше умереть от народного средства, чем вылечиться от иностранного.

",1
6426,"Я бы сказал, индифферентно",0
8910,"[id289515795|Виктория], Вика, спасибо!😍",0
2935,"Весело дети в детсаде живут,В игры играют и песни поют,А на деревьях развешены в рядНесколько плохо поющих ребят.
",1
6341,отличная лекция! Спасибо!,0
1429,"Бывает, нагадят в душу с самого утра, а смыть, кроме алкоголя, и нечем.

",1
6306,Я еду 🔥🔥🔥,0
3649,"щас решил прикольнуться над кошкой, открыл рот и сделал вид, чо хочу откусить ей голову, так эта сволочь, вместо того чтоб убрать морду, укусила меня за язык...

",1
1937,"Выпить ванну, принять чашечку кофе


",1
5171,Эконом❤Амина прекрасна!😻,0
7763,Лучшие😍😍😍,0
6392,,0
1153,"Курильщик - человек, неспособный справиться с привычкой пускать
дурно пахнущие газы в общественных местах.


",1
6249,,0
7036,она уже началась🧐,0
4228,"Продвигающим идею высшей расы посвящается:
Наконец-то в ЦСК нашли тех пятерых негров-футболистов, а тренером
поставили того дагестанца, которые - не смотря на то, что в команде
еще оставалось шестеро русских - все же смогли выиграть кубок в Европе.


",1
4974,"Познавая истину, не забывай о правде жизни...


",1
6400,"Да, мне перевыпустили за 1 день ,заказывала на Кутузовскую.",0
3639,"закинул старик свои носки в море - потемнело синее мореи взмолилась золотая рыбка
",1
3971,"наглость это второе счастье , если девушка вечером вам не скажет нахал
то утром она вам скажет тормоз.


",1
9593,Красота и интересно👍👍👍,0
3375,"Подделка самогона преследуется по барабану.


",1
2486,"Мягкая улыбка застенчивого братка.


",1
6953,Боже как мило! Спасибо мужчины наши❤️,0
605,"Blacksmith: у меня есть друг одинBlacksmith: у него дочка маленькая, годик с небольшим, говорит только ""ма"" и ""па"", но если ей сказать ""Превед"" - поднимает руки и гримасничает=))

",1
7443,,0
5927,А мгушные?,0
2453,"Полные прилавки магазинов и пустой живот  –  самый точный символ
капиталистической идеи, когда капитал есть, а собственно денег – нет.


",1
3608,"Желаю вам здоровья, счастья и творческих узбеков


",1
1483,"У меня вопрос ко всему человечеству: - Зачем каждый раз перед едой мыть мыло?
",1
4518,"По данным военкомата среднестатистический российский призывник - это гей-кришнаит, страдающий плоскостопием.

",1
3037,"Писатели помогают людям согревать души, а графоманы - разжигать печки.


",1
9351,,0
7691,,0
4115,"Лучше один раз подсмотреть, чем сто раз увидеть.

",1
1426,"Пилот сбитого американского самолета вышел к центральной площади Багдада и, чтобы не привлекать к себе внимания, пересек ее по пластунски.

",1
496,"Афоризм - это мысль не ставшая анекдотом.


",1
3352,"(C) Не так важно изречь истину, гораздо важнее ей следовать в жизни


",1
8793,,0
758,"Московское городское бюро ритуальных услуг с радостью сообщает...


",1
837,"Лучше мокрые носки, чем вонючие!


",1
4326,"...с третей попытки я понял, что дверь находиться правее...


",1
2127,"А у сома то бен ладен


",1
1022,"Таланты дарят себя обществу, бездарность - втюхивает.


",1
8761,,0
5613,Урааа пресс-центр ФМ 🔥🧡,0
5580,Справедливость педагога непоколебима  😁,0
1057,"Только тогда понимаешь, что счастье понятие относительное, когда вовремя
не успеваешь добежать до туалета!


",1
9541,Должны стоять баллы ЕГЭ,0
6855,"4,5,6- это яяяя😎😎😎",0
7348,,0
9044,M77,0
2128,"... Я знаю джиу-джитсу, самбо, дзюдо, айкидо и много дpугих стpашных слов.


",1
2766,"Разница России и Америки в масштабах:
Если у них президент имеет всего одну девку,
то у нас президент имеет всю страну сразу.


",1
2108,"яМХГХРЭ ГЮАНКЕБЮЕЛНЯРЭ МЮЛ ОНЛНФЕР ЯЛЕПРМНЯРЭ.


",1
3616,"Совмещай полезное с приятным, а неприятное с бесполезным!


",1
1544,"Высшая мера поощрения - расстрел из банкомата.

",1
6913,,0
1718,"Юниксов развелось - Виндовсу упасть негде

",1
7434,"[club36776688|Типичный КФУ | Крым], предлагаю",0
7364,,0
6234,"Я бы почитала, но боюсь, меня в Академию не пустят))).",0
724,"Озера глаз твоих чисты и непорочны,
Но в грех ввести способны и святого.


",1
6672,,0
8028,,0
5491,CK5,0
1127,"Все мужики сволочи, потому что: а) пристают и б) не замечают.


",1
2956,"Я перепробовал много антиперспирантов, но понял, что все они несъедобные!
",1
5155,ЗА ИЛЬЮ!!!!💪🏻,0
4816,"Спасение изнывающих без секса - дело рук самих изнывающих без секса!


",1
6201,"[id337267780|Иван], дай круче)))",0
6223,"Уважаемые студенты, это возможность для вас посмотреть как и какие проекты делают на языке Scala Ещё говорят будет халявная пицца 🍕))",0
8685,"[id468047565|Альберт], кто хочет найдет",0
7113,"[id204676610|Валерия], не факт..",0
5274,Рязань ВДВ,0
8535,Здравствуйте. Я пишу. Оплата после проверки,0
3043,"Если у тебя сильный враг - гордись ты его достоин.


",1
6911,Just do it,0
149,"Женщины водитят автомобиль так же естественно, как для мужчины кормят
грудью.


",1
7573,"[id401142810|Егор], мой тоже. он хороший человек",0
4205,"""insane"" а еще ""огненная стена"" с гаррисоном фордом""sav[job]"" Гаррисон Форд полтора часа сидит за компом и настраивает аутпост

",1
5492,,0
2689,"Лицо, с которого никогда не исчезает улыбка, так же малопривлекательно,
как и лицо, на котором она никогда не появляется.


",1
4220,"У Абрамовича столько денег, что он в них прячет книги...
",1
9101,Воронов 21БИ1,0
841,"Покажи мне свою духовную пищу и я скажу кто ты.


",1
8136,"[id179345154|Алина], ты бы лучше лс открыла👺",0
6437,,0
9699,Есть контакты людей кто с долгами и прочим помогает кому интересно пишите,0
6199,Могу поделиться инфой 🤝,0
2794,"Кончил дело -- не забудь спрятать его в сейф (из памятки следователю).


",1
7625,"Women. У нас прогрессивное объединение, есть квоты (старики, дети и небинарные персоны)",0
8474,,0
7889,12,0
6607,"Мои поздравления! От души! Здоровья, здоровья и только здоровья!)))",0
9194,"Заселить могут в любое общежитие)  Если будут ещё вопросы, то пишите сюда https://vk.com/stud_gorod 🙂",0
8247,,0
1392,"И на вашей улице перевернется КамАЗ с пряниками.
",1
1921,"Если ты умнее, всех, кто это поймет?


",1
7018,"[id307347286|Яна], и снова 3-е сентября 😭  🎁 Осталось 84 приза.   Получите ещё 3 попытки, подписавшись на сообщения сообщества 💬",0
3621,"Невелика беда - услужить неблагодарному, но большое несчастье -
принять услугу от подлеца.


",1
4848,"лаборатория без спирта - помещение для экспериментов


",1
2291,"Жизнь как сон - у одних прекрасный, у других кошмар.


",1
2133,"У меня на женщин, наверное, аллергия - член распухает.


",1
550,"Весь вечер на арене цирка - ОПИЛКИ!!!

",1
1740,"Кафка,Лорка,Кортасар - отвечают за базар!


",1
5289,"[id711470643|Лариса], можно пожалуйста сюда политику не пихать ? РУДН вне политики.",0
1817,"Милые ссорятся только тешутся, когда третьего нет.


",1
4698,"Закон бюрократа - чем больше бумаги, тем чище задница.

",1
5181,А студент с ФизМеха может попасть на стажировку или это только для студентов ИКНТ и ИКИЗИ?,0
3018,"У них в доме всё краденое, и даже воздух какой-то спёртый.

",1
17,"Гюльчатай, сними лифчик-то!


",1
1770,"Жизнь это закономерная последовательность непредсказуемых случайностей...


",1
1888,"Эстонские хакеры наконец-то взломали калькулятор (-)
",1
2152,"Навуходоносор - наушник, доносчик...


",1
1642,"ОдноКВАСник (= собутыльник)


",1
7846,,0
4193,"Если человек говорит двусмысленно, это означает одно - он остроумен, либо
у него раздвоение личности.


",1
9432,,0
8898,,0
533,"В своем семейном бюджете я чувствую себя образованием и культурой.


",1
132,"Чем дальше уезжаешь от родины, тем состоятельнее попадаются земляки.


",1
7722,,0
8458,,0
964,"Мы живем в стране,
где каждый псих
считает себя санитаром.


",1
8719,"стройка - это классно, всем рекомендую✌🏻",0
6412,,0
8285,,0
7853,,0
1095,"Объявление в службе знакомств:
""Молодая девушка, стройная, привлекательная, с высшим образованием, жильем обеспечена, на письмо не отвечу, фотографию порву, кобели проклятые"".

",1
6929,"[club1916293|ВГЛТУ имени Г.Ф. Морозова], П 6",0
9254,,0
1561,"Тридцать лет для женщины: возраст, когда до утреннего макияжа начинаешь
выглядеть гораздо хуже, чем в семнадцать, а после него - гораздо лучше.


",1
1670,"Не надо спрашивать ассенизатора - откуда он черпает свои знания.


",1
6087,,0
6669,Молодцы!!!,0
5933,"Я,слава тебе господи,в общаге не жил",0
8829,ГМУо-41-22 🫶🏻  Самые лучшие💋💋💋,0
7945,"[id221903762|Эмиль], это прикольно",0
3508,"Задница решила отделиться от организма и организм захлебнулся от дерьма


",1
2002,"у России две беды - дураки, и дороги, по которым эти дураки приходят
к власти.


",1
5866,,0
168,"Свобода - Это возможность делать то, что дозволено правом


",1
2588,"... и все его существо переполнилось единым порывом того восхищения,
которое русский человек может выразить только коротким матерным
возгласом...


",1
5905,3 палубы Б-5,0
9529,"Походу такой же как я, который на грани был и не прошел на бюджет",0
